"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,Titel,Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Kommentar zur Signatur,Stadium der Werkgenese,Autographe Funktion,"intere Sicherung vormaliger ""Typ""-Einträge",Übergeordnete Quelle,Untergeordnete Quelle,Übergeordnete Quelle zweiter Ordnung/ Untergeordnete Quelle zweiter Ordnung,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag oder Titelblatt,Kommentarfeld zu: Titel (der Quelle) Titelblatt | Umschlag,Kopftitel,Kommentarfeld zu: Titel (der Quelle) Notentext,Besetzung,Tempoangabe,Sprachcode (falls mehrere mit | abtrennen),Text-Incipit,Widmung diplomatisch,Kommentar zur Widmung,Datierung diplomatisch auf Quelle,Datierung auf Quelle maschinenlesbar,Datierung ermittelt maschinenlesbar,Datierung Kommentar,Datierung Ort nach GND,Datierung Ort ermittelt,GND Ort,Schrift,Umfang,Papier,Bezug zu Druck: Verlags-GND,Bezug zu Druck: Plattennr.,Provenienz,Provenienz (diplomatisch),weitere Provenienzangabe,Beschreibung physischer Merkmale,Inhalt,"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar,Kommentar intern,Digitalisat,Bearbeiter,,,,
,1001340547,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,"Ms A, 21 (3)",,Skizze,,,1001340520,x,,,,,"27, 28, 29 Juillet - Paris. | Symphonie","von Liszt flüchtig mit Tinte geschrieben, statt der ""27"" schrieb er ursprünglich ""26""",Particell / Orchesterskizze,,,,,,"27, 28, 29 Juillet",xxxx-07-27-xxxx-07-29,1830-07-27-1830-07-29,,Paris,,,Liszt (schwarze Tinte),2 Blatt zu 1 Bogen (4 Seiten Notentext),"Hochformat, 288 x 215 mm, 16 Notenzeilen, handrastriert, Wasserzeichen: [Blüte mit Stängel] mit 10 Steglinien",,,,,,,,"Hierbei handelt es sich um einen frühen Skizzenbogen aus den späten 1820er Jahren, was anhand der Tinte und dem Papier, letztlich aber auch anhand von Liszts Schrift eindeutig zu erkennen ist. Überschrieben sind die sehr flüchtig skizzierten Ideen mit ""27, 28, 29, Juillet - Paris"" sowie mit dem Titel ""Symphonie"". Am linken Rand findet sich ein von Raabe bereits transkribiertes, sehr umfangreiches inhaltliches Programm zu seiner Symphonie (s. Raabe II, S. 358), das mit ""indignation | vengeance | terreur | liberté [...]"" beginnt, wobei Liszt durch Streichungen die Ordnung modifiziert hat, und mit ""Enthousiasme | fragment de Vive Henri IV combiner ""Allons enfants de la patrie"" endet. Auf den folgenden drei Seiten sind jeweils vier Notenlinien mit einer Akkolade miteinander verbunden, notiert ist jedoch meist nur Musik auf einer oder zwei Zeilen, bisweilen mit Hinweisen zu Instrumenten. Die Notation bricht abrupt am Ende der Rückseite des Bogens ab. Bogen enthält in der Mitte Einstichlöcher und Spuren einer Fadenheftung im Papier.
Im Digitalisat folgt im Anschluss eine photographische Reproduktion desselben Skizzenbogens [S. 39-43].",Enthält einen Umschlagbogen auf blanko Papier mit Signaturangabe von Raabe.,Digitalisat [S. 33-38],https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,
,1001340710,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,"Ms A, 21 (4)",,Skizze,,,1001340520,x,,,,,11 heures - Genève,,Particell / Orchesterskizze,Prestissimo,,,,,,,,,Genf,,,Liszt (sepia Tinte),"2 Blatt zu 1 Bogen (3 Seiten Notentext, 1 Leerseite, foliiert)","Querformat, 226 x 293 mm, 12 Notenzeilen, handrastriert, Wasserzeichen: Fragment von [2 Blüten mit Stängel und Blatt] mit 10 Steglinien",,,,,,,,"Bogen mit flüchtig notierten Ideen zu einer Symphonie, beginnend mit einem Prestissimo auf [S. 46]. Liszt scheint jedenfalls Ideen zu einem ersten (""I"") und einem zweiten (""II"") Satz auf dieser ersten Seite zu skizzieren. Auf [S. 47] notiert er vor dem unteren System ""Symphonie"" und es folgt ein furioso, das mit drei Kreuzen versehen ist. Dessen weiterer Verlauf wird bis oben auf [S. 48] skizziert. darunter notiert Liszt mit Bleistift: ""Muse ! contemple ta victime"" - was ziemlich eindeutig auf den Abbruch der Skizze hindeuten dürfte.",Enthält einen Umschlagbogen auf blanko Papier mit Signaturangabe von Raabe.,Digitalisat [S. 44-49],https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,
,1001340711,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,"Ms A, 21 (5)",,Skizze,,,1001340520,x,,,,,Symphonie,,Particell / Orchesterskizze,Presto,,,,,,,,,,,,Liszt (schwarze Tinte),1 Blatt (2 Seiten Notentext),"Hochformat, 344 x 257 mm, 18 Notenzeilen, handrastriert, Wasserzeichen: Buchstabenfragment [M M ?] mit 12 Steglinien",,,,,,"obere rechte Ecke ausgeschnitten (43 x 63 mm), untere rechte Ecke abgerissen",,"Einzelblatt mit frühen Skizzen zur Symphonie. Es scheint sich um eine Zusammenstellung verschiedener Ideen, die nur flüchtig ausgeführt sind, zu handeln. Nach dem Titel ""Symphonie"" folgen verschiedene Ideen, so auf zwei Systemen zu Prest[o] eine Unisono-Linie in f-Moll, darunter ein Allegro in f-Moll (4 b), ein Andante in A-Dur (3 #), ferner ein Allegro moderato in g-Moll (2 b), ein Adagio auf drei Systemen sowie ein Adagio de Quatuor sowie ein Coeur ""Con mots"" mit einer unleserlichen Zuschreibung danach. Auf der Rückseite notiert Liszt oben rechts groß ""Lyon"" sowie weitere unleserliche Worte und es folgen vier Systeme von zweizeiliger Notation in A-Dr (3 #). Nach dem ""etc"" folgt ein neuer Ansatz, der mit ""Requiem | Adagio"" in f-Moll (4 b) überschrieben ist. In der letzten Zeile auf [S. 53] findet sich noch ein zweizeiliges Agitato in c-Moll (3 b). ",Enthält einen Umschlagbogen auf blanko Papier mit Signaturangabe von Raabe.,Digitalisat [S. 52/53],https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,
,1001340713,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,Ms B2|6,,Skizze,,,,x,,,,,N° 3 Tristis est anima mea,m mit Rötel gestrichen (animam meam),Particell / Orchesterskizze,,,,,,,,,,,,,"Liszt (sepia Tinte, Rötel)","1 Blatt (2 Seiten Notentext, paginiert)","Hochformat, 363 x 270 mm, 22 Notenzeilen, handrastriert",,,,,,Blatt wurde restauriert,,"Der letzte zusammenhängende Komplex der Skizzensammlung umfasst Liszts Konzeption einer Bearbeitung der ""N° 3"" zum Gründonnerstags-Responsorium ""Tristis est anima mea"". Die erste Seite [S. 54] ist sehr sorgfältig ausgeführt, die Musik mit Tinte auf zweizeiligen Systemen notiert und an wenigen Stellen mit Eintragungen mit braunem Stift ergänzt und korrigiert. Liszts eigenhändiger Hinweis ""vox"" deutet darauf hin, dass er auch mit dem Einsatz von Vokalstimmen plante. Am unteren Ende der Seite nach der Änderung der Generalvorzeichen auf vier # notiert er blass mit braunem Stift, ""Vide | Seite 4"". Die Rückseite des Blattes [S. 55] beinhaltet den ""Schluss von N° 3"" mit einer sehr flüchtigen Notation des ""Choral Da Capo"" mit einer Abbreviatur von A bis Z sowie zwei Takten eines langen H-Dur Klangs, der mit zwei Paukenschlägen versehen ist. Der Schluss im letzten System bildet ein dreizeiliges Particell mit einem Violoncello-Solo über einem lang ausgehaltenen Klang nach E-Dur, das im dreifachen Pianissimo verklingt. ",GSA-Findbuch: Raabe verweist nur mit Bleistift auf B 2|6; Eintrag stammt von Goldhammer (rote Tinte),"Digitalisat [S. 54-55]; Zusammenhang zwischen diesen Skizzen und dem ""Tristis est anima mea"" aus GSA 60/B 2 muss noch untersucht werden",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,
,1001340715,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,Ms B2|7,,Skizze,,,,x,,,,,Tristis est animam meam! -,,Particell / Orchesterskizze,,,,,,,,,,,,,"Liszt (schwarze Tinte, Rötel, Bleistift)","3 Blatt zu 1 Bogen und 1 Einzelblatt, 6 Seiten Notentext, paginiert","Hochformat, 354 x 260 mm, 20 Notenzeilen, handrastriert",,,,,,,,"Der letzte zusammenhängende Komplex der Skizzensammlung umfasst Liszts Konzeption einer Bearbeitung der ""N° 3"" zum Gründonnerstags-Responsorium ""Tristis est anima mea"". Die Seiten eins bis drei sind komplett mit braunem Stift gestrichen. Die gestrichene Musik ist auf zwei bis vier Zeilen im Particell, mit sporadischen Instrumentenangaben notiert. Es scheint sich hier um eine Alternative des Responsoriums zu handeln, denn Liszt hatte ursprünglich einen Titel notiert: ""Tristis est anima meam [sic!]!"" sowie darunter mit Bleistift, ""+ Vide Pagina ultima für die Introduction/Recitation"". Auf [S. 59] sind noch das erste System sowie die beiden ersten Takte im zweiten System gestrichen, ab dort (4 # Vorzeichnung) setzt sich die Musik des ersten Blattes weiter fort. Das letzte Einzelblatt der Sammlung weist viele Striche mit braunem Stift und Tinte auf, beinhaltet aber den Schluss der Komposition, die am Ende von [S. 61] entsprechend mit ""Fine"" gekennzeichnet ist. Dieser ist jedoch ebenfalls mit braunem Stift gestrichen und mit dem Hinweis, ""den Schluss - Vide | Seite 2"" versehen. Dabei handelt es sich um die Rückseite des Blattes, [S. 55].",GSA-Findbuch: Raabe verweist nur mit Bleistift auf B 2|7; Eintrag stammt von Goldhammer (rote Tinte),"Digitalisat [S. 56-61]; Zusammenhang zwischen diesen Skizzen und dem ""Tristis est anima mea"" aus GSA 60/B 2 muss noch untersucht werden",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,
,,R 487 | S 11 | I9,Sanctus (Ungarische Krönungsmesse),D-WRgs,GSA 60/B 5b,,,Skizze,,,,,x,,,,,,"GCh (SATB), Orch (Fl, Ob, Klar in A, Fg, 4 Hr in E, Vl, Vla, Vlc, Kb)",,,"Sanctus, sanctus, sanctus",,,,,,,,,,Liszt (schwarze Tinte),"1 Blatt, 2 Seiten Notentext","Hochformat, ??? x ??? mm, 36 Notenzeilen, handrastriert",,,,,,,,"Die Skizze enthält die zentralen Gedanken des ""Sanctus"" in teilweise schon instrumentierter Form. Kleine Rasuren kommen vor. Auf der verso-Seite sind lediglich drei Takte notiert, die nicht notwendigerweise in den Zusammenhang des Sanctus gehört.",,,,BV,,,,
,,R 487 | S 11 | I9,Credo (Ungarische Krönungsmesse),D-WRgs,GSA 60/B 5b,,,Skizze,,,,,x,,,,Credo,Liszt mit blauem Stift,"GCh (SATB), Org",Maestoso ma non Lento,,Credo in unum Deum,,,,,,,,,,"Liszt (schwarze Tinte, blauer Stift)","2 Blatt, 3 Seiten Notentext, 1 Leerseite","Hochformat, ??? x ??? mm, 24 Notenzeilen, handrastriert",,,,,,,,"Zwar sind nicht alle Stimmen des ""Credo"" vollständig notiert. Den Ablauf des ""Credo"" gibt die Skizze hingegen vollständig wieder. ",,,,BV,,,,
,,R 667 | S 690 | Q1,Der Zweite Psalm (Revolutionssymphonie),D-WRgs,GSA 60/B 6,,,Skizze,,,,x,,,,,,,,,,,,,,,,,,,,"Liszt (schwarze Tinte, Bleistift), zS (schwarze Tinte)","19 Blatt zu 8 Bogen und 3 Einzelblatt, 2 Titelseiten, 29 Seiten Notentext, 4 rastrierte Leerseiten, 3 blanko Leerseiten, teilweise paginiert und foliiert","Umschlag [Blatt 1] und [Blatt 17], Hochformat, 212 x 169 mm; [Blatt 2-16], Hochformat, 216 x 177 mm, 11-13 Notenzeilen, handrastriert; Blatt 1-2, Hochformat, 398 x 240 mm, 34 Notenzeilen, handrastriert",,,,,,,,"Die Quelle enthält ein Particell des 2. Psalms, daneben auf einem gefalteten Blatt den lateinischen Text. Auf anderem Papier als das Particell notiert sind zwei Skizzen, eine vom Beginn, die andere setzt mit der Zeile ""Ego autem ..."" ein.",Beiliegend zwischen dem Arbeitsmanuskript und den beiden Skizzenblättern eine Textabschrift von Raabe.,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190664,BV,,,,
,,R 667 | S 690 | Q1,Der Zweite Psalm (Revolutionssymphonie),D-WRgs,GSA 60/B 6,,,Skizze,,,,,x,,,,,,,,,,,,,,,,,,,Liszt (schwarze Tinte),"2 Blatt, 3 Seiten Notentext, 1 Leerseite, foliiert","Blatt 1-2, Hochformat, 398 x 240 mm, 34 Notenzeilen, handrastriert",,,,,,Längs- und Querfalz,,"Das erste Blatt enthält nach einer umfangreichen Streichung Skizzen zum 2. Psalm ab der Zeile ""Ego autem ..."" , das zweite Blatt zum Beginn des Psalms. ","Raabe vermerkt auf beiden Blättern oben mit Bleistift: ""Skizze zum 2. Psalm R."", laut Archivdatenbank vorher in GSA 60/Z 18 ",Möglicherweise sind die zwei Blatt in der falschen Reihenfolge digitalisiert bzw. sind schon als Quelle falsch sortiert.,,BV,,,,
,,,"(Au bord d'une source), neues Ende",H-Bami,Fond 6/3,C-981/75,,Skizze,,Skizze / Reduktion / Neue Fassung des Endes,,,,,,,,,Kl,,,,,,Madonna del Rosario | Decembre 63.,1863-12-xx,,,,,,Liszt (schwarze Tinte),"1 Blatt, 1 Seite Notentext, 1 Leerseite","Hochformat, 220 x 169 mm, 19,5 Notenzeilen, gedruckt (?)",,,Mta Zenetudományi Intézet,MTA ZENETUDOMÁNYI INTÉZET,,"Papier wurde doppelt gefaltet (für einen Brief?) und weist starke Knickfalten auf, die an der Rückseite mit Kleber verstärkt wurden
Die Notenzeilen unten sind durchgeschnitten",Briefliche Nachricht (wohl an Sgambati) mit 9 Takten Notation,"Briefliche Mitteilung mit anschließender Notation, bei der es sich um eine Reduktion des Schlusses von ""Au bord d'une source"" handeln dürfte. Transkript der Nachricht: ""Ma Source n'est pas entièrement tarie; | et voici encore quelches mesures, cher | Sgambati, pour terminer notre réverie | ""au bord d'une source"" - sauf à faire | bailler un peu plus les auditeurs Mecredi [sic!] | prochain. | tout à vous | F. Liszt.""
Nun ist unklar, ob es sich um ein alternatives Ende der Komposition Liszts handelt für ein anstehendes Konzert, oder ob [Sgambati 11890745X] selbst ein gleichnamiges Werk komponierte. ","Sgambati besaß jedenfalls einen Druck des Werks (Fond 6/48)
Recte: die erste beiden Takte der Quelle entsprechen den Schlusstakten des Stücks von Liszt, daher mag es sich um eine Fassung mit erweitertem, quasi nachsinnendem Ende handeln.","Hat Sgambati ebenfalls ein Stück (notre réverie) mit dem Titel ""Au bord d'une source"" geschrieben? Der von Liszt notierte Schluss steht ebenfalls in As-Dur.",wird erstellt,DTie,,,,
,,,(la belle en robe des Dimanches),H-Bami,Fond 6/5,C-985/75,,Skizze,,Skizze / Albumblatt,,,,,,,,,"S (?), Kl (?)",,Französisch,la belle en robe des Dimanches,,,,,,,,,,"Liszt (schwarze Tinte), Archivar (Kugelschreiber!)","1 Blatt, 1 Seite Notentext, 1 Leerseite","Querformat, 208/243 x 268 mm, 15/18,5 Notenzeilen, handrastriert
",,,Mta Zenetudományi Intézet,MTA ZENETUDOMÁNYI INTÉZET,,"Wohl Briefsendung, Blatt wurde zweimal stark gefaltet und weist darüber hinaus eine ca. 35 mm breite Falzkante auf. Zudem Knick oben Links und Stockflecken v.a. am oberen Rand",,"Achttaktige Skizze eines Liedes mit schwarzer Tinte, ohne Schlüsselung. Notiert sind eine Achtel-Gesangslinie und eine akkordische Begleitung (wohl Klavier) sowie die Textincipits der beiden Couplets übereinander: ""2d Couplet | Elle révast que d'aventure Elle etait etc | 1r la belle robe du Dimanches etc"". Am Ende des Notats findet sich der Hinweis auf das ""bouquet"". 
Auf der Rückseite (auf der umgekehrten Falzkante) sind Noten auszumachen, unmöglich aber, diese zu bestimmen.",Es fehlt ein Widmungsträger sowie jeglicher Kontext,Den Text konnte ich mit google nicht ausfindig machen,wird erstellt,DTie,,,,
,,,?,D-BHna,Hs 121 A/3,,,Skizze,,,,,,,,,,,Kl (?),,,,,,,,,,,,,"Liszt (schwarze Tinte, roter Stift)","1 Blatt, 1 Seite Notentext, 1 Seite Beschreibung","Querformat, 145 x 228 mm, 6 Notenzeilen, handrastriert",,,Nationalarchiv Richard Wagner Stiftung Bayreuth,"RICHARD WAGNER GEDENKSTÄTTE BAYREUTH [Stempel impregniert, mit Stadtwappen]",,"Blatt weist einige Lagerungsspuren auf, wurde zugeschnitten (sechstes bzw. unteres Notensystem leicht abgeshcnitten)",,"Einstimmige Skizze von neun Takten, als Klaviersystem angelegt (durchgängige Taktstriche), jedoch nur obere Ziele mit Violinschlüssel und 2/4-Takt ausgeführt; Verlängerung der Notenzeile um frei gezogene Linien für Notat eines zehnten Takts, der jedoch nicht ausgeführt wurde. Notierte Musik kreist um Wechselnote zwischen fis1 und f1 und macht dann in den letzten beiden Takten einer Achtelbewegung Platz. Alles wurde jedoch von Liszt mit (zinnober)rotem Stift gestrichen.

Skizze befindet sich auf der Verso-Seite; die Recto-Seite des Blattes weist Bleistift-Signatur und Beschreibung mit violettem Buntstift auf: ""Skizzen-Blatt von Franz Liszt eigenhändig geschrieben | und nach Gebrauch wieder durchstrichen. | August Göllerich [name mit Bleistift unterstrichen] schenkte mir dieses Blatt in | Weimar im Juli 1890. | Bayreuth, 19.724 [?] | Professor Dr. Reinhold Freiherr v. Lichtenberg""",Provenienzvermerk im Beschreibungstest auf der Recto-seite,,"Photographiert, Digitalisat wird angefragt",DTie,,,,
,,"R 163,7","Sursum Corda (Années de pèlerinage, 3e année, Nr. 7)",US-NYpm,L774.A613,,,Entwurf,,verworfener Entwurf,,,,,,,Postludium | (Nachspiel) | Sursum corda !,von Liszt mit schwarzer Tinte geschrieben,Kl,Andante,,,,,,,,,,,,"Liszt (schwarze Tinte, blauer und roter Stift)","2 Blatt zu 1 Bogen, 4 Seiten Notentext, nachträglich paginiert","Querformat, ca. 189 x 249 mm, 12 Notenzeilen, handrastriert",,,"Autograph Collection of Dr. Max Thorek Chicago; Parke-Bernet auction of 15-16 Nov. 1960, lot 340; gift of Robert Owen Lehman, 1972","Autograph Collection | of | Dr. Max Thorek | Chicago [Stempel]; Parke-Bernet auction of 15-16 Nov. 1960, lot 340; gift of Robert Owen Lehman, 1972",,"Der Bogen hat unten recte eine ""Auswuchtung"", die sich nicht vermessen lässt, Maße entstammen den geraden Kanten; auf der letzten Seite begindet sich der Provenienzstempel sowie eine Überklebung mit anderem, braunen Papier. Das Blatt wurde in der Mitte gefaltet aufbewahrt",,"Zunächst recht sauber geschriebene Niederschrift der Komposition, die jedoch komplett verworfen und mit blauem Stift gestrichen wurde, obwohl der Beginn (S. 1-3, erstes System) nahezu vollständig mit der Druckfassung identisch ist (letztere weist allerdings eine um sieben Takte erweiterte Einleitung auf). Korrekturen des Notentextes der linken Hand finden sich am rechten Rand auf S. 2, zudem zählte Liszt die Anzahl der Takte und vermerkte sie mit rotem Stift am unteren rechten Eck der Seite (""46""). Ursprünglich intendierte Wiederholung von 12 Takten auf S. 3 (1-12), am Ende des letzten Systems mit Zahlen und Takten ausgeschrieben. Die letzte Seite trägt zum einen den Provenienzstempel von Max Thorek und zeigt einmal mehr Liszts Unsicherheit im redaktionellen Prozess, da er die letzten Takte im ersten System zunächst mit rotem Stift strich, dann aber dennoch zweimal ein ""gut"" sowie ein ""?"" dazu setzte. Schlussendlich wurde der Schluss jedoch überklebt (Überklebung, ca. 123-127 x 231 mm, 9 Notenzeilen, braunes Papier, im Gegensatz zu dem weißen der Quelle) und mit einem alternativen Ende beschrieben. Doch auch dies ist mit Tinte gestrichen und von einem weiteren, dritten Schluss am unteren rechten Eck des Blattes ersetzt. Diese mit einem Asterisk versehene Schlussvariante von 15 Takten Länge scheint auch von dem blauen Komplettstrich der Quelle betroffen zu sein. In der untersten Zeile ist schwach eine von Liszt mit rotem Stift eingetragene ""94"" zu erkennen. 
Die Paginierung stammt nicht von Liszt. ",Autograph weist drei verschiedene (und recht ähnliche) Schlussvarianten auf und ist komplett gestrichen,generell sieht bei den Morgan Library Digitalisaten der rote Stift wie ein brauner aus (!),https://www.themorgan.org/music/manuscript/115160,DTie,,,,
,,R 330,Salve polonia,US-NH,Misc. Ms. 537,,,Skizze,,,,,,,,,,,2 Kl,,,,,,,,1863-xx-xx,"[1863]
Datierung auf der Webseite angegeben",,,,"Liszt (schwarze Tinte, blauer Stift)","3 Einzelbatt, 5 Seiten Notentext, 1 Leerseite, teilweise paginiert","1) Querformat, 186 x 256 mm, 8 Notenzeilen, handrastriert
2) Hochformat, 336 x 261 mm, 14 Notenzeilen, handrastriert
3) Hochformat, 336 x 268 mm, 14 Notenzeilen, handrastriert",,,Purchased from Lisa Cox Gift of the Henry and Amanda Noss Memorial Fund ,Purchased from Lisa Cox | Gift of the Henry and Amanda Noss Memorial Fund ,,"Das erste Blatt ist zugeschnitten, das Papier ist generell an den Rändern recht stark angenutzt; es handelt sich um dasselbe Papier, allerdings mit drei unterschiedlichen Maßen, die beiden Hochformat-Blatt wurden recht achtlos quer zur Mitte gefaltet, das dritte weist hier links einen Einriss von ca. 1 cm auf",,"Recht sauber notierte Skizze/Entwurf zur Fassung von ""Salve polonia"" für zwei Klaviere. Die Quelle weist einige Rasuren auf und ist komplett mit schwarzer Tinte geschrieben. Dass sie aus einem größenen Zusammenhang stammt, ist an der Paginierung zu erkennen. Diese beginnt bei ""31"" und weist auf dem letzten Blatt des Digitalisats die Ziffern ""33"" sowie ""34"" auf. Verglichen mit der 1884 bei Kahnt erschienenen Ausgabe ist der Notentext vor allem vom Thema her sehr ähnlich, aber nicht identisch. Der Notentext des Einzelblatts [S. 1] mit nur einem System ähnelt dabei sehr demjenigen des ersten Systems auf [S. 3], weist dort jedoch eine Ergänzung von fünf Takten auf. Auf [S. 5] nimmt Liszt eine Streichung mit blauem Stift sowie eine Korrektur des Primo auf. 
Die Paginierung wurde mit blauem Stift hinzugefügt, nur die ""33"" stammt (meines Erachtens) von Liszt selbst.","Digitalisat unvollständig, da zumindest die verso-Seite des zugeschnittenen ersten Blatts fehlt - diese ist unbeschrieben und weist unten links ein paar Tintenspritzer auf (photographiert)",Signatur muss noch aufgefunden und nachgetragen werden (Digitalisat nur auf der online exhibition zu finden).,https://musiclib-exhibits.library.yale.edu/exhibits/liszt/salve_polonia.html,DTie,https://haab-digital.klassik-stiftung.de/viewer/image/1828979953/19/,,,
