"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr. (R | S | E/M),"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Besitzvermerk (intern),Ausgabeform (Typ),Funktion,Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag oder Titelblatt,Autor Titelei (Liszt egh.),Kopftitel,Autor Kopftitel (Liszt egh.),Besetzung (normiert),Tempoangabe (normiert),Metronomangabe,Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Datierung (diplomatisch),Datierung (maschinenlesbar),Ort (normiert),GND-Nr. Ort,Schrift (Liszt egh.),Schrift (fremder Hand),Umfang,Papiermaß,Wasserzeichen (intern),Verlag (normiert),Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz Station 1,Provenienz Station 2,Provenienz Station 3,Provenienz Station 4,Datierung ermittelt (maschinenlesbar),Ort ermittelt (normiert),Ort ermittelt GND-Nr.,Beschreibung physischer Merkmale,Inhalt,"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar zur Quelle (intern),Kommentar intern / Fragen (interne Kommunikation),Digitalisat,Bearbeiter,"Weiterführende Informationen (Ausgaben, Permalinks etc.) (intern)",Quellenautorität (für die Abbildung der Reiterstruktur in der Datenbank),Schreiber Umschlag/Titelblatt Bezug zu O,Schreiber Kopftitel Bezug zu Q,Schreiber zu AB gehörig bitte mit Information in AC kombinieren 
,1001250209,R 536b | S 31 | J15b,Christus ist geboren,D-WRgs,GSA 60/C 15,Ms C 15|b,,,,,x,1001250128,,,,,4 St,,,,,,,,,,schwarze Tinte,,Blatt 2v (von 6 Blatt),"Hochformat, 268 x 170 mm, 20 Notenzeilen, gedruckt",,,,,,,,,,,,,,"Eingeleitet durch die Anmerkung ""andre freundlichere Version"" notiert Liszt den vierstimmigen Satz der zweiten Vertonung von ""Christus ist geboren"", allerdings ohne Stimm- und Instrumentenbezeichnungen.",Befindet sich auf Scan 4 des Digitalisats von D-WRgs GSA 60/C 15.,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191026,BV,,,,,Franz Liszt,Entwurf
,1001250214,,2 Skizzen,D-WRgs,GSA 60/C 15,,,,,,x,1001250128,,,,,,,,,,,,,,,"schwarze Tinte, blauer Stift",,Blatt 3r (von 6 Blatt),"Hochformat, 260 x 169 mm, 20 Notenzeilen, gedruckt",,,,,,,,,,,,,,"Die erste Seite des Bogens enthält oben eine autographe Kompositionsskizze in A-Dur (schwarze Tinte) mit Fingersatz und unten eine autographe, schwer lesbare Kompositionsskizze (blauer Stift, schwarze Tinte) in As-Dur oder f-Moll. Beide Skizzen enthalten einige Rasuren.",Befindet sich auf Scan 5 des Digitalisats von D-WRgs GSA 60/C 15,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191026,BV,,,,,Franz Liszt,Skizze
,1001306509,R 530 | S 52 | J35,"Septem Sacramenta, Ordo",D-WRgs,GSA 60/C 21,,,,,,x,1001306405,,,,,"MCh (TB), Org",Animato,,Latein,Euntes ergo docete,,,,,,"schwarze Tinte, roter Stift",,Blatt 13r (von 14 Blatt),"Hochformat, 336 x 240-244 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,Das Fragment beginnt im Takt 10 mit der Orgelbegleitung. Die folgenden 7 Takte weichen im rhythmischen Verlauf von der gedruckten Fassung (6 Takte) ab. Liszt streicht sämtliche Takte mit rotem Stift.,"unten auf Blatt 13r Vermerk von Otto Goldhammer (blaue Tinte): ""lag in der Mappe, Nicht identifizierte Skizzen und Bruchstücke | Septem Sacramenta [unterstrichen mit roter Tinte] Nr. 6; Ordo [unterstrichen mit blauer Tinte]: Euntes ergo docete omnes gentes ... | vor dem obigen Orgel-Einsatz stehen noch 9 Takte. Die Männer- | stimmen beginnen [unten eingeschoben] einen Takt früher ([roter Pfeil]) in doppelten Werten. | Go""",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191213,BV,,,,,Franz Liszt,Skizze
,1001261730,R 560 | S 90,Drei Quartetten,D-WRgs,GSA 60/E 2,,,,,x,,,3 Quartetten,schwarze Tinte,,,"MCh (TTBB), Kl",,,,,,Reise von [Hamburg 4023118-5] nach | [Cöln 4031483-2],1845-07-19-1845-07-20,Hamburg| Köln,4023118-5 | 4031483-2,"schwarze Tinte, Rötel",,"10 Blatt zu 5 Bogen (1 Titelseite, 17 Seiten Notentext, 2 Leerseiten, foliiert)","Hochformat, 319 x 239 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Es handelt sich um einen Entwurf der drei Männerchor-Stücke in schwarzer Tinte mit Eintragungen zu Dynamik und Phrasierung mit Rötel. Teilweise deutet Liszt Stimmverläufe erst an, verschiedene Takte noch nicht auskomponiert. ",Die archivarische Zuordnung der Stücke auf der Titelseite mit Bleistift ist teils falsch.,"Literatur dazu auftreiben: Schweizerische Musikzeitung, Revue musicale Suisse 82 (1942), S. 291; Vergleich mit Druck nötig. ",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191724,SKol,,,Franz Liszt,,Franz Liszt,Entwurf
,1001261821,"R 560,4 | S 90/4a | M22/1",Es rufet Gott uns mahnend,D-WRgs,GSA 60/E 2,"Ms E, 2|1",,,,,x,1001261730,,,,,,"Tempo deciso, non troppo allo",,Deutsch,Es rufet Gott uns mahnend,,,,,,,,Blatt 2r-3v (von 10 Blatt),,,,,,,,,,,,,,,"Es handelt sich um den Entwurf der Vertonung des Texts in Es-Dur und im 3/4-Takt. Liszt streicht die Tempoangabe ""Allegro energico"" und schreibt vor das erste System die neue Tempoangabe. Die ersten 14 Takte sind für die späteren Platzhalter nummeriert. ",,,,SKol,,,,,,Entwurf
,1001261858,"R 560,6 | S 90/6a | M24/1",Es rufet Gott uns mahnend,D-WRgs,GSA 60/E 2,"Ms E, 2|2",,,,,x,1001261730,,,,,,"Mässig im Tempo, Erhaben im Vortrag. Marcato",,Deutsch,Es rufet Gott uns mahnend,,19|ten July,xxxx-07-19,,,,,Blatt 4r-7v (von 10 Blatt),,,,,,,,,,1845-07-19,,,,,"Es handelt sich um den Entwurf der Vertonung des Texts in C-Dur und im 4/4-Takt. Enthält längere gestrichene Passagen (Blatt 5v-6r), die am Ende der Niederschrift des Stücks mit entsprechendem Verweiszeichen nachgetragen sind. ",,,,SKol,,,,,,Entwurf
,1001261873,"R 560,5 | S 90/5a | M23/1",Nicht gezagt,D-WRgs,GSA 60/E 2,"Ms E, 2|3",,,,,x,1001261730,,,,,,"Mässig bewegt, mit innigem Gefühl",,Deutsch,"Nicht gezagt, nicht geklagt",,20 July | 45,1845-07-20,,,,,Blatt 8r-10r (von 10 Blatt),,,,,,,,,,,,,,,"Es handelt sich um einen Entwurf, bei dem streckenweise der unterlegte Text fehlt und der Notentext nur durch Platzhalter vermerkt ist.",,,,SKol,,,,,,Entwurf
,1001296636,R 661 | S 696 | A337,4. Mephistowalzer,D-WRgs,GSA 60/I 29,,Liszt-Museum Weimar,,,,x,1001354319,,,4ter | MephistoWalzer | (nach Seite,schwarze Tinte,Kl,,,,,,,,,,"schwarze Tinte, roter und blauer Stift",,Blatt 8r-9r (von 9 Blatt),"Hochformat, 348 x 265 mm, 14 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Autograph enthält Skizzen/Entwürfe zum 4. Mephisto-Walzer. Es könnte sich um den Andantino-Teil handeln, auf den Liszt im Arbeitsmanuskript auf S. 11 verweist. Das Papier weist starke Schäden an der Seite auf und wurde restauriert.",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192223,UR,,,,Franz Liszt,Franz Liszt,Entwurf
,1001259642,R 15 | S 170 | A117,1. Ballade,D-WRgs,GSA 60/I 57,Ms I 57,Liszt-Museum Weimar,,,,,,,,,,Kl,,,,,,,,,,schwarze Tinte,,"2 Blatt zu 1 Bogen (1 Seite Notentext, 3 Leerseiten)","Querformat, 216 x 316 mm, 10 Notenzeilen, handrastriert",,,,,,,,,,,,3 Längsfalze,,"Der Entwurf entspricht musikalisch den Takten 12-36 der gedruckten Fassung, allerdings ist er hier noch in As-Dur, nicht im späteren Des-Dur notiert. Das Thema ist von Liszt sauber notiert, es gibt keine weiteren Ergänzungen oder Korrekturen. Ortsangabe? am Ende. ",,"Kopftitel: Raabe notiert mit Bleistift unterhalb des Autographs ""Zur | I. Ballade | (gedruckt)""",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192309,DTie,,,,,Franz Liszt,Entwurf
,1001259844,R 74 | S 188 | A300,In festo transfigurationis Domini nostri Jesu Christi,D-WRgs,GSA 60/I 88,,,,,,x,1001259842,,,Für Orgel,schwarze Tinte,Org,,,,,,,,,,schwarze Tinte,,Blatt 3r (von 7 Blatt),,,,,,"1967-xx-xx, [Günther Kraft 134171632],",,,,,,,Querfalz,,"""Für Orgel"". Beginn der Version, jedoch nur acht Takte.","GSA-Findbuch: Ankauf von Prof. [Günther] Kraft, Weimar 1967",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192438,DTie,,,,Franz Liszt,Franz Liszt,Skizze
,1001261064,R 638 | S 345 | L14,Wartburg-Lieder,D-WRgs,GSA 60/D 71,Ms D 71,Liszt-Museum Weimar,,,,,,,,Skizzen zu den | Wartburgliedern,,"GCh, Singst, Kl",,,,,,,,,,schwarze Tinte,,2 Blatt zu 1 Bogen (4 Seiten Notentext),"Querformat, 265 x 339 mm, 14 Notenzeilen, handrastriert",,,,,"1913-03-29, [Leo Liepmannssohn 5035448-6], Los  106",,,,,,,,,"Die Skizzen sind weitgehend in Klaviernotation geschrieben. Eine Zuordnung der einzelnen Stellen ist aufgrund der starken Veränderungen gegenüber den späteren Ausarbeitungen kaum möglich. Auf [S. 3] finden sich Hinweise zu einzelnen Liedern und auftretenden Figuren des Festspiels. Über die 1. Notenzeile schreibt Liszt ""Wolfram"" und später unter die Notenzeile ""Als wir mit deutschen Klingen"", das auf das Lied ""Wolfram von Eschenbach"" verweist. Die gesamte Notenzeile ist gestrichen. Vor dem Notentext der 2. Notenzeile schreibt er: ""Der tugendhafte Schreiber"", auch die Stelle ist gestrichen. Über der 6. Notenzeile in der Mitte steht ""Frau Aventiura"", die eine Figur des Festspiels ist. Zwischen der 6. und 7. Notenzeile steht ""Biterolf."" und ""Schmied"", das auf den Liedtitel ""Biterolf und der Schmied von Ruhla"" verweist. Auf [S. 4] steht über der 12. Notenzeile ""Verfluchtes Ding"", das auf eine Textstelle im ersten Teil des Festspieles (Gnomen-Chor) verweist. ","GSA-Findbuch: Ankauf 29/3 1913 bei [Leo] Liepmannssohn für 156,40 gekauft",Kopftitel: [Alexander Wilhelm Gottschalg 116794526] (blauer Stift),https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191556,UR,,,,,Franz Liszt,Skizze
,1001310735,R 612 | S 320 | N62,Die drei Zigeuner,D-WRgs,GSA 60/D 75,,Liszt-Museum Weimar,,,,x,1001310736,,,,,"Singst, Kl",,,Deutsch,Nach den Zigeunern lang noch musst ich schaun,,,,,,schwarze Tinte,,Blatt 1v (von 1 Blatt),,,,,,"[Anna Spiering-Gille 1244345989], 1914",,,,,,,,,"Liszt notiert auf [S. 2] in den letzten neun Notenzeilen die letzte Strophe und die zwölf Schlusstakte. Das Autograph enthält auf [S. 1] und [S. 2] oben den Entwurf für das Lied ""Wer nie sein Brot mit Tränen aß"" (R 609b).","GSA-Findbuch: Ankauf aus dem Nachlass von Anna Spiering-Gille (Jena), 1914",Der Entwurf ist auf der Rückseite des Blattes notiert,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191581,UR,,,,,Franz Liszt,Entwurf
,1001310754,R 578 | S 270 | N14,"Tre sonetti di Petrarca, Benedetto sia'l giorno",D-WRgs,GSA 60/D 77,Ms D 77 ,Liszt-Museum Weimar,,,,,,,,,,"Singst, Kl",,,Italienisch,Benedetto sia'l giorno,,,,,,schwarze Tinte,,2 Blatt zu 1 Bogen (4 Seiten Notentext),"Hochformat, 278 x 218 mm, 14 Notenzeilen, handrastriert; Überklebung Blatt 2v a, Querformat, 107 x 216 mm, 6 Notenzeilen, handrastriert",,,,,"[Anna Spiering-Gille 1244345989], 1914",,,,,,,,,"Tonart: As-Dur, laut Raabe-Werkverzeichnis (Bd. B, S. 344) und Werkausgabe (VII, 3) weitere unveröffentlichte Fassung. | Der Liedentwurf weicht sowohl in der Gestaltung der Singstimme als auch der Klavierbegleitungen (vor allem durchgehende Achtel und Sechzehntel) stark von den beiden gedruckten Fassung als auch der unveröffentlichten Fassung (GSA 60/D 57, GSA 60/D 58) ab. Liszt lässt zwischen den Systemen zwei bis fünf Notenzeilen frei, vermutlich als Platz für Korrekturen. Die Überklebung auf [Blatt 2v] umfasst sieben Takte zu den Worten ""punto, E le piaghe, ch'infino al cor mi"" (2. Strophe). Die ebenfalls beschriebene Rückseite der Überklebung enthält sechs Takte zu dem gleichen Text. Der Entwurf ist ein Fragment und endet mit der Überklebung. ","GSA-Findbuch: Ankauf aus dem Nachlass von Anna Spiering-Gille (Jena), 1914
weder frühe noch späte Fassung (verglichen mit GA VII Bd. 1 und 3)",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191584,UR,,,,,Franz Liszt,Entwurf
,1001252397,"R 560,2 | S 90/2b | M7/2",Ständchen,D-WRgs,GSA 60/F 2,Ms F 2|a,Liszt-Museum Weimar,,,,x,1001252392,,,Ständchen,rote Tinte,"T solo, MCh (TTBB)",Allegretto amoroso,,Deutsch,"Hüttelein, still und klein",,,,,,schwarze und rote Tinte,,Blatt 1r-4v (von 16 Blatt),"Hochformat, 311 x 233-237 mm, 10 Notenzeilen, gedruckt (Cöln, bei Eck & Comp.), Blatt 1 und 4; Hochformat, 306 x 245 mm, 12 Notenzeilen, handrastriert, Blatt 2-3",,,,,,,,,,,,unbeschnittene Seitenränder (rechts); Blatt 1 und Blatt 4 sind gleiches Papier,,"Die Paginierung des Manuskripts in der Handschrift Liszts (rote Tinte) beginnt auf der ersten Seite mit der Seitennummer ""9"".  Oben links schreibt Liszt mit roter Tinte ""Quartett | Nr. 2"". Ursprünglich gehörte es zusammen mit dem Autograph von ""Der Gang um Mitternacht"" (WRgs-GSA 60/F 3a), das entsprechend mit den Seitenzahlen von 1 bis 8 versehen ist. Zunächst schrieb Liszt Gesangs- und Notentext mit schwarzer Tinte, später hinzukommende Angaben zu Dynamik, Ausdruck, Artikulation etc. sind mit roter Tinte geschrieben. Diese Systematik hielt Liszt freilich nicht durchgängig ein. Von der Komposition notiert er nur die erste Strophe aus, die beiden übrigen lediglich andeutungsweise, der Gesangstext und dessen Takteinteilung sind hingegen vollständig vorgenommen. Auf S. 15 befindet sich eine Streichung von zwei Takten. ",[ungedruckt],,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191834,BV,,,,Franz Liszt,Franz Liszt,Entwurf
,1001252398,"R 560,2 | S 90/2c | M7/3",Ständchen,D-WRgs,GSA 60/F 2,"Ms F, 2|b",,,,,x,1001252392,,,Ständchen,,"T solo, MCh (TTBB)",Allegretto,,Deutsch,"Hüttelein, still und klein",,,,,,schwarze Tinte,,Blatt 5r-6v (von 16 Blatt),"Querformat, 274 x 348 mm, 18 Notenzeilen, handrastriert",,,,,,,,,,,,oben abgeschnitten ,,"Die erste Strophe des Liedes ist vollständig notiert, der Gesangstext jedoch nur teilweise (S. 1-2). In Takt 14-20 streicht Liszt die zweite Tenorstimme und notiert stattdessen T1 und T2 gemeinsam in eine Notenzeile. Takt 17 ist vollständig gestrichen und in Takt 18 die Bass-Stimmen gestrichen und darunter neu geschrieben. Auf der dritten Seite ist beginnend mit dem dritten Vers die zweite Strophe grob notiert. Die vierte Seite ist der dritten Strophe vorbehalten, die abgesehen vom fünften Vers und den Schlusstakten ebenfalls unvollständig und eher angedeutet als ausgeführt ist.",[ungedruckt],,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191834,BV,,,,,Franz Liszt,Entwurf
,1001252502,"R 506,1 | S 18/1 | J4/5",Qui m'a donné la naissance,D-WRgs,GSA 60/F 6,"Ms F, 6|1",,,,,x,1001252495,,,,,3 St,,,Französisch,Qui donc m'a donné la naissance,,,,,,schwarze und sepia Tinte,,Blatt 1r-2v (von 12 Blatt),"Querformat, 244 x 315 mm, 10 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Auf [Blatt 1r] schreibt Liszt in die Ecke oben links: ""Trois voix egales"". Aus Gründen der Schreibökonomie nummeriert Liszt die Takte der ersten Strophe, die er daher bei Wiederholung einer Passage daraus in den nächsten Strophen nicht mehr notieren muss, sondern sie durch die Zahlen ersetzt. Das Manuskript weist nur geringfügige Korrekturen in Gestalt minimaler Rasuren und Streichungen auf.",,,,BV,,,,,Franz Liszt,Entwurf
,1001252509,"R 506,3 | S 18/3 | J4/2","Chantons, chantons l'auteur de la lumière",D-WRgs,GSA 60/F 6,"Ms F, 6|3",,,,,x,1001252495,,,,,GCh (SSTB),Allegro,,Französisch,"Chantons, chantons l'auteur de la lumière",,,,,,"schwarze und sepia Tinte, Bleistift",,Blatt 5r-7r (von 12 Blatt),"Querformat, 250 x 315 mm, 10 Notenzeilen, handrastriert; Querformat, 183-187 x 315 mm, 8 Notenzeilen, handrastriert, unten abgeschnitten, Blatt 6",,,,,,,,,,,,,,"Auf die erste Seite (S. 5) schreibt Liszt in die Ecke oben links mit Bleistift: Nr. 2. Die Takte der ersten Strophe nummeriert Liszt vollständig durch, so dass er in den folgenden Strophen sich mit der ersten gleichenden Notentext durch die entsprechenden Nummern angeben kann und lediglich Abweichungen davon notieren muss. Den Gesangstext gibt Liszt nur rudimentär an. Verschiedentlich finden sich kleinere Streichungen und Korrekturen im Notentext. Dynamik und Ausdruck sind mit Bleistift ergänzt.",,,,BV,,,,,Franz Liszt,Entwurf
,1001252512,"R 506,4 | S 18/4 | J4/3",[Allegretto moderato con grazie],D-WRgs,GSA 60/F 6,"Ms F, 6|4",,,,,x,1001252495,,,,,GCh (SSTB),Allegretto moderato con grazie,,,,,,,,,"schwarze und sepia Tinte, Bleistift",,Blatt 8r-10r (von 12 Blatt),"Querformat, 245 x 314 mm, 10 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Das Autograph enthält weder einen Titel noch den Gesangstext, so dass aus dem Manuskript selbst nicht ersichtlich ist, um welches Stück es sich handelt. Die Takte der ersten Strophe nummeriert Liszt vollständig durch, so dass er in den folgenden Strophen sich mit der ersten gleichenden Notentext durch die entsprechenden Nummern angeben kann und lediglich Abweichungen davon notieren muss. Auf S. 15 sind im obersten Notensystem die Takte 8 und 9 gestrichen (sepia Tinte).",,,,BV,,,,,Franz Liszt,Entwurf
,1001340520,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie (Symphonie révolutionnaire),D-WRgs,GSA 60/A 21,,,Particell ,,x,,,,,,,,,,,,,,,,,,,"23 Blatt zu 9 Bogen und 5 Einzelblatt (45 Seiten Notentext, 1 Leerseite, teilfoliiert und teilpaginiert)",,,,,,"1903-xx-xx, [Marie zu Hohenlohe-Schillingsfürst 11695549X]",,,,,,,,,"Die Signatur bündelt eine Reihe von Skizzen zur ""Revolutions-Symphonie"" von Liszt. Dabei umfasst sie eine relativ aufwändige, in Teilen aber gestrichene ""Instrumentation"" von Raffs Hand, die aber, ungewöhnlich für ihn, recht flüchtig ausgeführt ist sowie Skizzen von Liszt. Letztere stammen dabei sowohl aus den späten 1820er Jahren, was an Tinte, Papier und Schrift gut zu erkennen ist, also auch Skizzen aus den 1850er Jahren und beinhalten sowohl die Skizzierung von nur wenigen musikalischen Ideen, die teilweise nur einstimmig ausgeführt sind, bis hin zu mehrstimmigen (fünfstimmigen) particellartigen Skizzen, die teilweise auch konkrete Hinweise zur Instrumentation enthalten. Die Quelle umfasst insgesamt 5 Untersignaturen, die jeweils von einem Blatt voneinander getrennt sind. ",GSA-Findbuch: Geschenk [Marie zu] Hohenlohe[-Schillingsfürst] 1903,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,,,Skizze
,1001340541,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,"Ms A, 21 (2)",,Particell ,,,x,1001340520,,,N° 2.,Rötel,Orch,,,,,,,,,,"sepia Tinte, roter Stift, Rötel, Bleistift",,"7 Blatt zu 3 Bogen und 1 Einzelblatt (14 Seiten Notentext, paginiert)","Hochformat, 352 x 262 mm, 20 Notenzeilen, handrastriert; Hochformat, 366 x 274 mm, 22 Notenzeilen, handrastriert, S. VI-XIII",,,,,,,,,,,,,,"Umfangreich ausgeführte Skizzen zu einem zweiten Satz? Hierauf deutet zumindest der ""Titel"" über dem ersten Blatt hin. Liszt notiert die Tonart ""Bdur"" und trägt sporadisch Angaben zur Instrumentation (einzelne Bläser und Quartett"") in den mit schwarzer Tinte geschriebenen Notentext ein. Im Laufe der Skizze kommt es zu vielen Streichungen und Korrekturen mit Tinte, braunem Stift und Bleistift. Liszts Paginierung mit braunem Stift in römischen Zahlen ist irreführend, da er III zweimal verwendet (wohl aus Versehen). Die Skizze ist von unterschiedlichem Umfang und reicht vom zweizeiligen Satz bis hin zum vier- bis fünfzeiligem Particell. Strich der letzten sechs Takte unten auf S. V [S. 23] sowie der Hinweis ""Vide Pag. VI."" Diese ist jedoch komplett mit braunem Stift gestrichen, dennoch scheint Liszt nachträglich mit Bleistift diese Streichung revidiert zu haben, indem er ""gut"" hinzugesetzt hat. Ab [S. 25] ist die Schrift sehr sauber und erweckt überhaupt keinen skizzenhaften Eindruck mehr (bis S. XII [31]). Dort beginnt ein neuer Sinnabschnitt, den Liszt mit einem Hinweis an sich hervorhebt: ""Andante - in Fis Dur anstatt ges schreiben"". Mit braunem Stift fügt er weitere Ergänzungen hinzu und markiert die beiden letzten Systeme als ""Coda"". Davor fügt er schriftlich eine Wiederholung ein: ""die 22 Takte | am Zeichen :S: da Capo | Seite IX"". Das entsprechende Zeichen mit Abbreviaturen (1-4 sowie A-E) findet sich auch auf S. IX [28]. Auf [S. 32] findet sich der skizzierte Schluss des Satzes. ",Enthält einen Umschlagbogen auf blanko Papier mit Signaturangabe von Raabe.,Digitalisat [S. 17-32],https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,Franz Liszt,Franz Liszt,Skizze
,1001340547,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,"Ms A, 21 (3)",,Particell ,,,x,1001340520,,,Symphonie,schwarze Tinte,,,,,,,"27, 28, 29 Juillet - Paris",xxxx-07-27-xxxx-07-29,Paris,,schwarze Tinte,,2 Blatt zu 1 Bogen (4 Seiten Notentext),"Hochformat, 288 x 215 mm, 16 Notenzeilen, handrastriert",[Blüte mit Stängel] mit 10 Steglinien,,,,,,,,1830-07-27-1830-07-29,,,,,"Hierbei handelt es sich um einen frühen Skizzenbogen aus den späten 1820er Jahren, was anhand der Tinte und dem Papier, letztlich aber auch anhand von Liszts Schrift eindeutig zu erkennen ist. Überschrieben sind die sehr flüchtig skizzierten Ideen mit ""27, 28, 29, Juillet - Paris"" sowie mit dem Titel ""Symphonie"". Am linken Rand findet sich ein von Raabe bereits transkribiertes, sehr umfangreiches inhaltliches Programm zu seiner Symphonie (s. Raabe II, S. 358), das mit ""indignation | vengeance | terreur | liberté [...]"" beginnt, wobei Liszt durch Streichungen die Ordnung modifiziert hat, und mit ""Enthousiasme | fragment de Vive Henri IV combiner ""Allons enfants de la patrie"" endet. Auf den folgenden drei Seiten sind jeweils vier Notenlinien mit einer Akkolade miteinander verbunden, notiert ist jedoch meist nur Musik auf einer oder zwei Zeilen, bisweilen mit Hinweisen zu Instrumenten. Die Notation bricht abrupt am Ende der Rückseite des Bogens ab. Bogen enthält in der Mitte Einstichlöcher und Spuren einer Fadenheftung im Papier.
Im Digitalisat folgt im Anschluss eine photographische Reproduktion desselben Skizzenbogens [S. 39-43].",Enthält einen Umschlagbogen auf blanko Papier mit Signaturangabe von Raabe.,"Digitalisat [S. 33-38]
Datierung: von Liszt flüchtig mit Tinte geschrieben, statt der ""27"" schrieb er ursprünglich ""26""",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,Franz Liszt,Franz Liszt,Skizze
,1001340710,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,"Ms A, 21 (4)",,Particell ,,,x,1001340520,,,11 heures - Genève,sepia Tinte,,Prestissimo,,,,,,,Genf,,sepia Tinte,,"2 Blatt zu 1 Bogen (3 Seiten Notentext, 1 Leerseite, foliiert)","Querformat, 226 x 293 mm, 12 Notenzeilen, handrastriert ",Fragment von [2 Blüten mit Stängel und Blatt] mit 10 Steglinien,,,,,,,,,,,,,"Bogen mit flüchtig notierten Ideen zu einer Symphonie, beginnend mit einem Prestissimo auf [S. 46]. Liszt scheint jedenfalls Ideen zu einem ersten (""I"") und einem zweiten (""II"") Satz auf dieser ersten Seite zu skizzieren. Auf [S. 47] notiert er vor dem unteren System ""Symphonie"" und es folgt ein furioso, das mit drei Kreuzen versehen ist. Dessen weiterer Verlauf wird bis oben auf [S. 48] skizziert. darunter notiert Liszt mit Bleistift: ""Muse ! contemple ta victime"" - was ziemlich eindeutig auf den Abbruch der Skizze hindeuten dürfte.",Enthält einen Umschlagbogen auf blanko Papier mit Signaturangabe von Raabe.,Digitalisat [S. 44-49],https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,Franz Liszt,Franz Liszt,Skizze
,1001340711,R 667 | S 690 | Q1,Skizzen zu einer Revolutionssymphonie,D-WRgs,GSA 60/A 21,"Ms A, 21 (5)",,Particell ,,,x,1001340520,,,Symphonie,schwarze Tinte,,Presto,,,,,,,,,schwarze Tinte,,1 Blatt (2 Seiten Notentext),"Hochformat, 344 x 257 mm, 18 Notenzeilen, handrastriert",Buchstabenfragment [M M ?] mit 12 Steglinien,,,,,,,,,,,"obere rechte Ecke ausgeschnitten (43 x 63 mm), untere rechte Ecke abgerissen",,"Einzelblatt mit frühen Skizzen zur Symphonie. Es scheint sich um eine Zusammenstellung verschiedener Ideen, die nur flüchtig ausgeführt sind, zu handeln. Nach dem Titel ""Symphonie"" folgen verschiedene Ideen, so auf zwei Systemen zu Prest[o] eine Unisono-Linie in f-Moll, darunter ein Allegro in f-Moll (4 b), ein Andante in A-Dur (3 #), ferner ein Allegro moderato in g-Moll (2 b), ein Adagio auf drei Systemen sowie ein Adagio de Quatuor sowie ein Coeur ""Con mots"" mit einer unleserlichen Zuschreibung danach. Auf der Rückseite notiert Liszt oben rechts groß ""Lyon"" sowie weitere unleserliche Worte und es folgen vier Systeme von zweizeiliger Notation in A-Dr (3 #). Nach dem ""etc"" folgt ein neuer Ansatz, der mit ""Requiem | Adagio"" in f-Moll (4 b) überschrieben ist. In der letzten Zeile auf [S. 53] findet sich noch ein zweizeiliges Agitato in c-Moll (3 b). ",Enthält einen Umschlagbogen auf blanko Papier mit Signaturangabe von Raabe.,Digitalisat [S. 52/53],https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:190407,DTie,,,,Franz Liszt,Franz Liszt,Skizze
