,Absender Person,Absender Person Edition,GND Absender Person,Absender Körperschaft,Absender Körperschaft Edition,GND Absender Körperschaft,Adressat Person,Adressat Person Edition,GND Adressat Person,Adressat Körperschaft,Adressat Körperschaft Edition,GND Adressat Körperschaft,Absendeort,Absendeort Edition,Absendeort_GND,Empfangsort,Empfangsort Edition,Empfangsort_GND,Datierung,Datierung ermittelt,Datierung Kommentar [intern],Incipit [nur in schwierig datierbaren Fällen],Standort,Signatur,Digitalisat,Datierung (standardisiert),Datierung maschinenlesbar Teil 1,Datierung maschinenlesbar Teil 2,Datierung Checkbox,Sigle / Kurztitel,Weitere Editionen,zu überarbeiten,Kommentar (intern),Bemerkungen,Besitzer (nach Edition),Datierung (nach Edition),Werkerwähnung (I),Entstehung (I),Quellentransfer (I),Aufführungen (I),Seite (I),WVZ (Raabe) (I),Werktitel (I),Kommentar (intern) (I),Erwähnung auf Werk- oder Quellenebene (I),Werkerwähnung (II),Entstehung (II),Quellentransfer (II),Aufführungen (II),Seite (II),WVZ (Raabe) (II),Werktitel (II),Kommentar (intern) (II),Erwähnung auf Werk- oder Quellenebene (II),Werkerwähnung (III),Entstehung (III),Quellentransfer (III),Aufführungen (III),Seite (III),WVZ (Raabe) (III),Werktitel (III),Kommentar (intern) (III),Erwähnung auf Werk- oder Quellenebene (III),Werkerwähnung (IV),Entstehung (IV),Quellentransfer (IV),Aufführungen (IV),Seite (IV),WVZ (Raabe) (IV),Werktitel (IV),Kommentar (intern) (IV),Erwähnung auf Werk- oder Quellenebene (IV),Werkerwähnung (V),Entstehung (V),Quellentransfer (V),Aufführungen (V),Seite (V),WVZ (Raabe) (V),Werktitel (V),Kommentar (intern) (V),Erwähnung auf Werk- oder Quellenebene (V),Werkerwähnung (VI),Entstehung (VI),Quellentransfer (VI),Aufführungen (VI),Seite (VI),WVZ (Raabe) (VI),Werktitel (VI),Kommentar (intern) (VI),Erwähnung auf Werk- oder Quellenebene (VI),Werkerwähnung (VII),Entstehung (VII),Quellentransfer (VII),Aufführungen (VII),Seite (VII),WVZ (Raabe) (VII),Werktitel (VII),Kommentar (intern) (VII),Erwähnung auf Werk- oder Quellenebene (VII),Werkerwähnung (VIII),Entstehung (VIII),Quellentransfer (VIII),Aufführungen (VIII),Seite (VIII),WVZ (Raabe) (VIII),Werktitel (VIII),Kommentar (intern) (VIII),Erwähnung auf Werk- oder Quellenebene (VIII),Werkerwähnung (IX),Entstehung (IX),Quellentransfer (IX),Aufführungen (IX),Seite (IX),WVZ (Raabe) (IX),Werktitel (IX),Kommentar (intern) (IX),Erwähnung auf Werk- oder Quellenebene (IX),Werkerwähnung (X),Entstehung (X),Quellentransfer (X),Aufführungen (X),Seite (X),WVZ (Raabe) (X),Werktitel (X),Kommentar (intern) (X),Erwähnung auf Werk- oder Quellenebene (X),Werkerwähnung (XI),Entstehung (XI),Quellentransfer (XI),Aufführungen (XI),Seite (XI),WVZ (Raabe) (XI),Werktitel (XI),Kommentar (intern) (XI),Erwähnung auf Werk- oder Quellenebene (XI)
2477,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869],,,,,,,[1869],1869-01-01,1869-12-31,zugeschrieben,"La Mara 1902a, S. 222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869],,,,,,,[1869],1869-01-01,1869-12-31,zugeschrieben,"La Mara 1902a, S. 222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869],,,,,,,[1869],1869-01-01,1869-12-31,zugeschrieben,"La Mara 1902a, S. 222-223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Weimar],[Weimar],4065105-8,,,,[1869]/01/26,,,,,,,26.01.[1869],1869-01-26,1869-01-26,zugeschrieben,"La Mara 1902a, S. 199-200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Weimar],[Weimar],4065105-8,,,,[1869]/02/03,,,,,,,03.02.[1869],1869-02-03,1869-02-03,zugeschrieben,"La Mara 1902a, S. 201-202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Weimar],[Weimar],4065105-8,,,,[1869]/02/04,,,,,,,04.02.[1869],1869-02-04,1869-02-04,zugeschrieben,"La Mara 1902a, S. 202-205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Weimar],[Weimar],4065105-8,,,,[1869]/02/20,,,,,,,20.02.[1869],1869-02-20,1869-02-20,zugeschrieben,"La Mara 1902a, S. 208-209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Wien,Wien,4066009-6,,,,[1869]/03/30,,,,,,,30.03.[1869],1869-03-30,1869-03-30,zugeschrieben,"La Mara 1902a, S. 214-215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Wien],[Wien],4066009-6,,,,[1869]/04/08,,,,,,,08.04.[1869],1869-04-08,1869-04-08,zugeschrieben,"La Mara 1902a, S. 216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Sagrado,Sagrado,7742566-2,,,,[1869]/05/06,,,,,,,06.05.[1869],1869-05-06,1869-05-06,zugeschrieben,"La Mara 1902a, S. 220-221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[München],[München],4127793-4,,,,[1869]/08/24,,,,,,,24.08.[1869],1869-08-24,1869-08-24,zugeschrieben,"La Mara 1902a, S. 223-224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869]/10/02,,,,,,,02.10.[1869],1869-10-02,1869-10-02,zugeschrieben,"La Mara 1902a, S. 226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869]/10/30,,,,,,,20.10.[1869],1869-10-20,1869-10-20,zugeschrieben,"La Mara 1902a, S. 227",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869]/12/02,,,,,,,02.12.[1869],1869-12-02,1869-12-02,zugeschrieben,"La Mara 1902a, S. 229-230",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869]/12/13,,,,,,,13.12.[1869],1869-12-13,1869-12-13,zugeschrieben,"La Mara 1902a, S. 230-231",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1869/11/...],,,,,,,[11.1869],1869-11-01,1869-11-30,zugeschrieben,"La Mara 1902a, S. 228",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1870],,,,,,,[1870],1870-01-01,1870-12-31,zugeschrieben,"La Mara 1902a, S. 235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1870]/02/27,,,,,,,27.02.[1870],1870-02-27,1870-02-27,zugeschrieben,"La Mara 1902a, S. 233-235",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1870]/03/02,,,,,,,02.03.[1870],1870-03-02,1870-03-02,zugeschrieben,"La Mara 1902a, S. 235",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Weimar,Weimar,4065105-8,,,,[1870]/05/03,,,,,,,03.05.[1870],1870-05-03,1870-05-03,zugeschrieben,"La Mara 1902a, S. 242-243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Weimar],[Weimar],4065105-8,,,,[1870]/05/21,,,,,,,21.05.[1870],1870-05-21,1870-05-21,zugeschrieben,"La Mara 1902a, S. 244-245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Drau,Drau,RD,,,,[1870]/08/20,,,,,,,20.08.[1870],1870-08-20,1870-08-20,zugeschrieben,"La Mara 1902a, S. 260-261",,,,"Drau = Dampfschiff: ""Traversée de Gemensz à Pesth, à bord du bateau à vapeur Drau""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Szekszárd,Szekszárd,4290063-3,,,,[1870]/08/23,,,,,,,23.08.[1870],1870-08-23,1870-08-23,zugeschrieben,"La Mara 1902a, S. 261-263",,,,"Ort: ""Sexard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,,,,,,,[1870]/10/20,,,,,,,20.10.[1870],1870-10-20,1870-10-20,zugeschrieben,"La Mara 1902a, S. 269-271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Szekszárd,Szekszárd,4290063-3,,,,[1870]/10/29,,,,,,,29.10.[1870],1870-10-29,1870-10-29,zugeschrieben,"La Mara 1902a, S. 272",,,,"Ort: ""Sexard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Szekszárd,Szekszárd,4290063-3,,,,[1870]/11/02,,,,,,,02.11.[1870],1870-11-02,1870-11-02,zugeschrieben,"La Mara 1902a, S. 272-273",,,,"Ort: ""Sexard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Szekszárd,Szekszárd,4290063-3,,,,[1870]/11/14,,,,,,,14.11.[1870],1870-11-14,1870-11-14,zugeschrieben,"La Mara 1902a, S. 275-276",,,,"Ort: ""Sexard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1870/01/...],,,,,,,[01.1870],1870-01-01,1870-01-31,zugeschrieben,"La Mara 1902a, S. 232",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1870/01/18],,,,,,,[18.01.1870],1870-01-18,1870-01-18,zugeschrieben,"La Mara 1902a, S. 231-232",,,,Villa d'Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,"Liszt, Franz","Liszt, Franz",118573527,,,,"de Swert, Jules","de Swert, Jules",117385123,,,,[Weimar],[Weimar],4065105-8,,,,[1870/04/...],,,,,,,[04.1870],1870-04-01,1870-04-30,zugeschrieben,"La Mara 1905, S. 215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,"Liszt, Franz","Liszt, Franz",118573527,,,,"Tausig, Carl","Tausig, Carl",119317826,,,,[Weimar],[Weimar],4065105-8,,,,[1870/05/20],,,,,,,[20.05.1870],1870-05-20,1870-05-20,zugeschrieben,"La Mara 1905, S. 218-219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Sachsen-Weimar, Sophie","von Sachsen-Weimar, Sophie",119131641,,,,,,,,,,[1870/10/...],,,,,,,[10.1870],1870-10-01,1870-10-31,zugeschrieben,"La Mara 1905, S. 221-222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Weimar,Weimar,4065105-8,,,,[1871]/05/07,,,,,,,07.05.[1871],1871-05-07,1871-05-07,zugeschrieben,"La Mara 1902a, S. 297-299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Weimar,Weimar,4065105-8,,,,[1871]/05/10,,,,,,,10.05.[1871],1871-05-10,1871-05-10,zugeschrieben,"La Mara 1902a, S. 299-300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Weimar,Weimar,4065105-8,,,,[1871]/05/23,,,,,,,23.05.[1871],1871-05-23,1871-05-23,zugeschrieben,"La Mara 1902a, S. 300-301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Weimar],[Weimar],4065105-8,,,,[1871]/08/13,,,,,,,13.08.[1871],1871-08-13,1871-08-13,zugeschrieben,"La Mara 1902a, S. 308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,Pragersko,Pragersko,RD,,,,[1871]/11/16,,,,,,,16.11.[1871],1871-11-16,1871-11-16,zugeschrieben,"La Mara 1902a, S. 313-314",,,,"Ort: ""Pragerhof"" -> ""Station où les trains de vienne et de bude se séparent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Pest],[Pest],4137172-0,,,,[1871]/11/19,,,,,,,19.11.[1871],1871-11-19,1871-11-19,zugeschrieben,"La Mara 1902a, S. 314-316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Pest],[Pest],4137172-0,,,,[1871/03/...],,,,,,,[03.1871],1871-03-01,1871-03-31,zugeschrieben,"La Mara 1902a, S. 291-292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Pest],[Pest],4137172-0,,,,[1871/04/06],,,,,,,[06.04.1871],1871-04-06,1871-04-06,zugeschrieben,"La Mara 1902a, S. 293-294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,"Liszt, Franz","Liszt, Franz",118573527,,,,"von Sachsen-Weimar, Carl Alexander","von Sachsen-Weimar, Carl Alexander",119418134,,,,[Weimar],[Weimar],4065105-8,,,,[1871/08/...],,,,,,,[08.1871],1871-08-01,1871-08-31,zugeschrieben,"La Mara 1905, S. 230-231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1871/09/...],,,,,,,[09.1871],1871-09-01,1871-09-30,zugeschrieben,"La Mara 1902a, S. 310-311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,"Liszt, Franz","Liszt, Franz",118573527,,,,"Belloni, Gaetano","Belloni, Gaetano",1029911630,,,,,,,Paris,Paris,4044660-8,[1871/09/...],,,,,,,[09.1871],1871-09-01,1871-09-30,zugeschrieben,"La Mara 1905, S. 232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,"Liszt, Franz","Liszt, Franz",118573527,,,,"Witt, Franz","Witt, Franz",118852868,,,,[Rom],[Rom],4050471-2,,,,[1871/09/...],,,,,,,[09.1871],1871-09-01,1871-09-30,zugeschrieben,"La Mara 1905, S. 232-233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Rom],[Rom],4050471-2,,,,[1871/10/...],,,,,,,[10.1871],1871-10-01,1871-10-31,zugeschrieben,"La Mara 1902a, S. 311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,"Liszt, Franz","Liszt, Franz",118573527,,,,"Merian, Emilie","Merian, Emilie",116539747,,,,[Rom],[Rom],4050471-2,,,,[1871/10/...],,,,,,,[10.1871],1871-10-01,1871-10-31,zugeschrieben,"La Mara 1905, S. 233-234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,"Liszt, Franz","Liszt, Franz",118573527,,,,"Nietzsche, Friedrich","Nietzsche, Friedrich",118587943,,,,,,,Basel,Basel,4004617-5,[1872],,,,,,,[1872],1872-01-01,1872-12-31,zugeschrieben,"La Mara 1905, S. 258-259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,"Liszt, Franz","Liszt, Franz",118573527,,,,"Sayn-Wittgenstein, Caroline","Sayn-Wittgenstein, Caroline",119369168,,,,[Wien],[Wien],4066009-6,,,,[1872]/01/06,,,,,,,06.01.[1872],1872-01-06,1872-01-06,zugeschrieben,"La Mara 1902a, S. 322-323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
